X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-98.811189518,29.779128096,"0","0","270",495.118,,,,,,,,,,,,,,,,,,,,,,
-98.811197447,29.77912812,"0","0","271",495.116,,,,,,,,,,,,,,,,,,,,,,
-98.811205377,29.779128144,"0","0","272",495.114,,,,,,,,,,,,,,,,,,,,,,
-98.811210132,29.779125427,"0","0","273",495.121,,,,,,,,,,,,,,,,,,,,,,
-98.811213323,29.779119983,"0","0","274",495.139,,,,,,,,,,,,,,,,,,,,,,
-98.811210198,29.77911453,"0","0","275",495.157,,,,,,,,,,,,,,,,,,,,,,
-98.811207073,29.779109076,"0","0","276",495.175,,,,,,,,,,,,,,,,,,,,,,
-98.811205526,29.779103623,"0","0","277",495.192,,,,,,,,,,,,,,,,,,,,,,
-98.8112024,29.779098169,"0","0","278",495.209,,,,,,,,,,,,,,,,,,,,,,
-98.811199274,29.779092714,"0","0","279",495.225,,,,,,,,,,,,,,,,,,,,,,
-98.811196145,29.779087257,"0","0","280",495.241,,,,,,,,,,,,,,,,,,,,,,
-98.811193014,29.7790818,"0","0","281",495.256,,,,,,,,,,,,,,,,,,,,,,
-98.811188299,29.779077705,"0","0","282",495.265,,,,,,,,,,,,,,,,,,,,,,
-98.811182007,29.779073609,"0","0","283",495.273,,,,,,,,,,,,,,,,,,,,,,
-98.811175705,29.779072242,"0","0","284",495.273,,,,,,,,,,,,,,,,,,,,,,
-98.811169384,29.7790736,"0","0","285",495.265,,,,,,,,,,,,,,,,,,,,,,
-98.811164625,29.779077685,"0","0","286",495.251,,,,,,,,,,,,,,,,,,,,,,
-98.811159856,29.779083131,"0","0","287",495.235,,,,,,,,,,,,,,,,,,,,,,
